geometry,fare_zone,line,name,name:ru,naptan:AtcoCode,network,operator,public_transport,railway,ref:crs,source_ref,station,subway,wheelchair,wikidata,wikipedia,network:website,network:wikidata,wheelchair:description,old_name,operator:wikidata,operator:website,toilets:wheelchair,alt_name,source,start_date,air_conditioning,baby_feeding,level,train,platforms,light_rail,public_transport:version,tram,source:name,wikimedia_commons,network:subway,network:train,source:network,ref:stanox,ref:tiploc,addr:street,electrified,name:fr,loc_name,name:da,name:zh,name:zh-Hans,name:zh-Hant,postal_code,check_date,internet_access,internet_access:fee,not:network:wikidata,addr:city,addr:postcode,name:he,note,name:ar,name:cs,name:de,name:en,name:fa,name:fi,name:gan,name:hu,name:it,name:ja,name:lmo,name:nl,name:no,name:pl,name:uk,name:ur,name:yi,name:yue,layer,owner,ref:crs:underground,naptan:Bearing,naptan:CommonName,naptan:Indicator,naptan:verified,survey:date,usage,tourism,website,operator:subway,operator:train,opening_hours,description,source_ref:network,toilets,addr:housename,name:bn,network:wikidata:Elizabeth line,network:wikidata:National_Rail,ref:crs:crossrail,check_date:wheelchair,ref,source:ref,network:wikidata:Elizabeth_Line,railway:ref,railway:ref:DB,name:et,iata,ref:crs:eurostar,uic_ref,website:departures,internet_access:ssid,name:wuu,airside,fixme,alt_name:ru,note:wheelchair,indoor,addr:suburb,toilets:access,railway:aws,railway:tpws,frequency,gauge,tfl_travelzone,url,voltage,departures_board,covered,location,addr:country,building:levels,internet_access:access,internet_access:operator,noaddress,not:addr:postcode,colour,source:building,name:el,ref:crs:overground,website:overground,website:tube,levels,opening_date,ref:STANOX,ref:nalco,source:alt_name,name:pa,name:pnb,ref:GB:uprn,wheelchair:note,phone,image,shelter,bicycle,entrance,entrance_marker:subway,comment,ref:GB:tfl_uid,access,bicycle:conditional,addr:housenumber,brand,brand:wikidata,brand:wikipedia,fhrs:id,shop,source:addr,destination,description:en,smoking,source:wheelchair,naptan:StopType,source:railway,barrier,foot,amenity,name:bg,exit,exit_to,door,highway,building,nohousenumber,roof:shape
POINT (-0.2762285 51.5441099),3,Bakerloo,Stonebridge Park,,9100STNBGPK,London Underground;London Overground,London Underground,station,station,SBP,,subway,yes,no,Q801474,en:Stonebridge Park station,https://www.nationalrail.co.uk/stations/sbp/,Q26334,,,,,,,,,,,,,,,,,,,London Overground,London Overground,Sign,72098,STNBGPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2435041 51.5321956),2;3,Bakerloo;Mildmay;Lioness,Willesden Junction,,9100WLSDNJL;9100WLSDJHL;9400ZZLUWJN,London Underground;London Overground,London Overground,station,station,WIJ,,train;subway,yes,yes,Q801623,en:Willesden Junction station,https://www.nationalrail.co.uk/stations/wij/,Q26334,,,,,,,,,,,,,,,,,,,London Underground,London Overground,,,,Station Approach,,,,,,,,,,,,,London,NW10 4UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2390026 51.5519333),3,Jubilee,Dollis Hill,,9400ZZLUDOH,London Underground,London Underground,station,station,ZDO,,subway,yes,no,Q1235761,en:Dollis Hill tube station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2014098 51.5209265),2,Hammersmith & City;Circle,Westbourne Park,Уэстбурн-парк,9400ZZLUWSP,London Underground,London Underground,station,station,ZWU,,subway,yes,no,Q1857925,en:Westbourne Park tube station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2698979 51.4997225),,,South Acton,,9100SACTON,London Overground,London Overground,station,station,SAT,http://en.wikipedia.org/wiki/London_Overground#Stations,,,limited,Q451653,en:South Acton railway station (England),https://www.nationalrail.co.uk/stations/sat/,Q746021,Step-free platform interchange requires a 1300m journey via street. Use the Kingswood Terrace entrance for westbound platform. Use the Palmerston Road entrance for eastbound platform. Access from platform to train by manual boarding ramp.,,,,,,NPE,,,,,yes,2,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.284962 51.4771341),3;4,District,Kew Gardens,,9100KEWGRDN,London Underground;London Overground,London Underground,station,station,KWG,http://en.wikipedia.org/wiki/List_of_London_railway_stations;http://en.wikipedia.org/wiki/London_Overground#Stations;http://en.wikipedia.org/wiki/Kew_Gardens_station_(London),subway,yes,yes,Q801000,en:Kew Gardens station (London),https://www.nationalrail.co.uk/stations/kwg/,Q26334,Step-free access street to platform,,,,,,http://www.tfl.gov.uk/gettingaround/stations/1000125.aspx,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0793235 51.5402677),4,District;Hammersmith & City,Barking,,9100BARKING,National Rail;London Underground;London Overground,c2c,station,station,BKG,,subway,yes,yes,Q800451,en:Barking station,https://www.nationalrail.co.uk/stations/bkg/,Q26334,,,,,,,Survey of 2014-08-08,,,,,yes,8,,,,,,,,,,,Station Parade,,,,,,,,,,,,,Barking,IG11 8TU,,,,,,,,,,,,,,,,,,,,,,,ZBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2111019 51.5172639),2,Circle;Hammersmith & City,Ladbroke Grove,Лэдброк-Гроув,9400ZZLULAD,London Underground,London Underground,station,station,ZLG,https//en.wikipedia.org/wiki/List_of_London_Underground_stations,subway,yes,no,Q1411854,en:Ladbroke Grove tube station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.099626 51.538266),4,District,Upney,,9400ZZLUUPY,London Underground,London Underground,station,station,ZUY,,subway,yes,yes,Q1761206,en:Upney tube station,,Q20075,,,,,,,Survey of 2014-09-04,,,,,,2,,,,,,,,,,,Upney Lane,,,,,,,,,,,,Q746021,Barking,IG11 9LS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Upney station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2054958 51.533873),2,Bakerloo,Queen's Park,,9100QPRK,London Underground;London Overground,London Underground,station,station,QPW,http://en.wikipedia.org/wiki/List_of_London_railway_stations;http://en.wikipedia.org/wiki/London_Overground#Stations,subway,yes,no,Q801347,en:Queen's Park station (England),https://www.nationalrail.co.uk/stations/qpw/,Q26334,,,,,,,,,,,,yes,,,,,,,London Underground,London Overground,Sign,,,Salusbury Road,,,,,,,,,,,,,London,NW6 6NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen's Park Station,,,,,,,,,,,,,,,,,,,,,No entry/exit,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0599366 51.5881223),3,Victoria,Tottenham Hale,,9100TTNHMHL,National Rail;London Underground,Greater Anglia,station,station,TOM,https//en.wikipedia.org/wiki/List_of_London_railway_stations,subway,yes,yes,Q801529,en:Tottenham Hale station,https://www.nationalrail.co.uk/stations/tom/,Q26334,,Tottenham,,,,,local knowledge,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2055243 51.5071908),2,Central,Holland Park,Холланд-парк,9400ZZLUHPK,London Underground,London Underground,station,station,ZHP,,subway,yes,no,Q615430,en:Holland Park tube station,,,,,,,,,Survey of 2015-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.1355703 51.5256866),1,Metropolitan;Circle;Hammersmith & City,Euston Square,Юстон-сквер,9400ZZLUESQ,London Underground,London Underground,station,station,ZES,,subway,yes,limited,Q1366453,en:Euston Square tube station,,,"You can only enter and exit the westbound Hammersmith & City, Circle and Metropolitan lines platform.",Gower Street,,,,,Local knowledge,1863-01-10,,,-2,,2,,,,,Category:Euston Square tube station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.1395276 51.5419498),,,Camden Road,,9100CMDNRD,National Rail;London Overground,London Overground,station,station,CMD,,,,yes,Q3146235,en:Camden Road railway station,https://www.nationalrail.co.uk/stations/cmd/,Q26334,,Camden Town,,,,,,,,,,,,,,,,,,,sign,,,Camden Road,,,,,,,,,,,,,London,NW1 9LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0501962 51.6100345),,,Meridian Water,,910GMWRWSTN,National Rail,Greater Anglia,station,station,MRW,,,,yes,Q56273891,en:Meridian Water railway station,https://www.nationalrail.co.uk/stations/mrw/,Q26334,,,,,,,,2019-06-03,,,,yes,,,,,,,,,,,MWRWSTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-03,51925,659900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0544564 51.4879512),,,South Bermondsey,,9100SBRMNDS,National Rail,Govia Thameslink Railway (Southern),station,station,SBM,,,,no,Q2470635,en:South Bermondsey railway station,https://www.nationalrail.co.uk/stations/sbm/,Q26334,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0286373 51.575646),4,Central,Wanstead,,9400ZZLUWSD,London Underground,London Underground,station,station,ZWN,http://en.wikipedia.org/wiki/List_of_London_Underground_stations,subway,yes,no,Q663938,en:Wanstead tube station,,Q20075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q111297173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.1872329 51.5104729),1,Central,Queensway,Квинсвей,9400ZZLUQWY,London Underground,London Underground,station,station,ZQW,,subway,yes,no,Q649184,en:Queensway tube station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0107517 51.4817267),,,Cutty Sark for Maritime Greenwich,,9400ZZDLCUT,Docklands Light Railway,KeolisAmey Docklands Ltd,station,station,ZCS,http://en.wikipedia.org/wiki/List_of_Docklands_Light_Railway_stations,light_rail,,yes,Q1146606,,,,,,,,,,,,,,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0059223 51.5460532),3,,Maryland,,910GMRYLAND,National Rail;Elizabeth line,Elizabeth line,station,station,MYL,,,,yes,Q2208884,en:Maryland railway station,https://www.nationalrail.co.uk/stations/myl/,Q26334,Access from platform to train by manual boarding ramp.,Maryland Point,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.1920126 51.5473011),2,,West Hampstead,,9100WHMDSTD,London Overground,London Overground,station,station,WHD,,,,limited,Q2045067,en:West Hampstead railway station,https://www.nationalrail.co.uk/stations/whd/,Q746021,London Overground access from platform to train by manual boarding ramp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0139562 51.4656437),2;3,,Lewisham,,9100LEWISHM,National Rail,Southeastern,station,station,LEW,,,,limited,Q801096,en:Lewisham station,https://www.nationalrail.co.uk/stations/lew/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/lewisham,,,,,,,,yes,,,,,,,,,,,,Loampit Vale,,,,,,,,,,no,,,London,SE13 7RY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.192322 51.5484242),,,West Hampstead Thameslink,,9100WHMPSTM,National Rail,Govia Thameslink Railway (Thameslink),station,station,WHP,,,,yes,Q658445,en:West Hampstead Thameslink railway station,https://www.nationalrail.co.uk/stations/whp/,Q26334,Access from platform to train by manual boarding ramp.,,,,,,,1871-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0886537 51.3922136),,,Selhurst,,9100SELHRST,National Rail,Govia Thameslink Railway (Southern),station,station,SRS,,,,yes,Q2365023,en:Selhurst railway station,https://www.nationalrail.co.uk/stations/srs/,Q26334,,,,,,,NPE,,,,,yes,,,,,,,,National Rail,,,,Selhurst Road,,,,,,,,,,,,,London,SE25 5QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.4877251 51.4722216),6,,Heathrow Terminal 5,,,National Rail;Elizabeth line,Heathrow Express,station,station,HWV,,,,yes,Q800907,en:Heathrow Terminal 5 station,https://www.nationalrail.co.uk/stations/hwv/,Q26334,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0016791 51.587041),,,Wood Street,,9100WDST,London Overground,London Overground,station,station,WST,,,,no,Q2457986,en:Wood Street railway station,https://www.nationalrail.co.uk/stations/wst/,Q746021,,,,,,,,,,,,,2,,,,,,,,,52729,WDST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3569524 51.6025533),,,Headstone Lane,,9100HEDSTNL,London Overground,London Overground,station,station,HDL,http://en.wikipedia.org/wiki/List_of_London_railway_stations;http://en.wikipedia.org/wiki/London_Overground#Stations,,,limited,Q1824003,en:Headstone Lane railway station,https://www.nationalrail.co.uk/stations/hdl/,Q26334,You can only enter and exit the northbound platform using the Headstone Lane side entrance. Access from platform to train by manual boarding ramp.,,,,,,,,,,,,,,,,,,,,Sign,72006,HEDSTNL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3687836 51.6095781),,,Hatch End,,9100HTCHEND,London Overground,London Overground,station,station,HTE,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q2676712,en:Hatch End railway station,https://www.nationalrail.co.uk/stations/hte/,Q26334,You can only enter and exit the northbound platform. Access from platform to train by manual boarding ramp.,,,,,,,,,,,,,,,,,,,,Sign,72005,HTCHEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0376125 51.4642287),2,,Brockley,,9100BROCKLY,National Rail;London Overground,London Overground,station,station,BCY,http://en.wikipedia.org/wiki/List_of_London_railway_stations;http://en.wikipedia.org/wiki/London_Overground#Stations,,,limited,Q2736276,en:Brockley railway station,https://www.nationalrail.co.uk/stations/bcy/,Q26334,Step-free platform interchange requires a 50m journey via street. Access from platform to train by manual boarding ramp.,,,,,,NPE+survey,,,,,yes,,,,,,,,,Sign,,,,,,,,,,,,,,,Q111297173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0450354 51.5521996),4,,Manor Park,,9100MANRPK,National Rail;Elizabeth line,Elizabeth line,station,station,MNP,,,,yes,Q1848488,en:Manor Park railway station,https://www.nationalrail.co.uk/stations/mnp/,Q26334,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is this in zone 3 or 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0232808 51.549251),3,,Forest Gate,,9100FRSTGT,National Rail;Elizabeth line,Elizabeth line,station,station,FOG,,,,yes,Q2439437,en:Forest Gate railway station,https://www.nationalrail.co.uk/stations/fog/,Q26334,Access from platform to train by manual boarding ramp,,,,,,Survey of 2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.4543118 51.4719282),6,,Heathrow Terminals 2 & 3,,9100HTRWAPT,National Rail;Elizabeth line,Heathrow Express,station,station,HXX,,,,yes,Q5694342,en:Heathrow Terminals 2 & 3 railway station,https://www.nationalrail.co.uk/stations/hxx/,Q26334,Step-free access street to train,"Heathrow Terminals 1, 2, 3",,,,Heathrow Central,,,,,,yes,,,,,,,,National Rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heathrow Airport Holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0021679 51.4059051),,,Shortlands,,9100SHRTLND,National Rail,Southeastern,station,station,SRT,,,,no,Q1819241,en:Shortlands railway station,https://www.nationalrail.co.uk/stations/srt/,Q26334,,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/shortlands,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0908906 51.4402849),,,West Dulwich,Уэст-Далвич,9100WDULWCH,National Rail,Southeastern,station,station,WDU,,,,no,Q2242126,en:West Dulwich railway station,https://www.nationalrail.co.uk/stations/wdu/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/west-dulwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0801504 51.4326101),,,Sydenham Hill,,9100SYDNHMH,National Rail,Southeastern,station,station,SYH,,,,no,Q3090498,en:Sydenham Hill railway station,https://www.nationalrail.co.uk/stations/syh/,Q26334,,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/sydenham-hill,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0541364 51.4193151),,,Penge East,,9100PNGEE,National Rail,Southeastern,station,station,PNE,,,,limited,Q2483411,en:Penge East railway station,https://www.nationalrail.co.uk/stations/pne/,Q26334,Step free access to platform 1 from main entrance. Step free access to platform 2 via Lindon Grove - No step free interchange between platforms but stepped access via station footbridge is available.,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/penge-east,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.045213 51.4122745),,,Kent House,,9100KENTHOS,National Rail,Southeastern,station,station,KTH,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,no,Q2054189,en:Kent House railway station,https://www.nationalrail.co.uk/stations/kth/,Q26334,,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/kent-house,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0259866 51.4110623),,,Beckenham Junction,,9100BCKNHMJ,National Rail,Southeastern,station,station,BKJ,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q2189753,en:Beckenham Junction station,https://www.nationalrail.co.uk/stations/bkj/,Q26334,,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/beckenham-junction,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0443369 51.4000641),,,Bickley,,9100BICKLEY,National Rail,Southeastern,station,station,BKL,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,no,Q2245384,en:Bickley railway station,https://www.nationalrail.co.uk/stations/bkl/,Q26334,,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/bickley,,,,,,,,yes,,,,,,,,,,,,Southborough Road,,,,,,,,,,no,,,Bromley,BR1 2EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 06:00-20:00; Sa 07:00-14:00; Su 08:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.0182769 51.4000405),,,Bromley South,,9100BROMLYS,National Rail,Southeastern,station,station,BMS,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2200768,en:Bromley South railway station,https://www.nationalrail.co.uk/stations/bms/,Q26334,Access from platform to train by manual boarding ramp,,Q108888230,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/bromley-south,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
